Zipcode,City,State,TaxReturnsFiled,EstimatedPopulation,TotalWages,County
57751,KEYSTONE,SD,429,699,11070292,Pennington
57752,KYLE,SD,689,1296,15063037,Shannon
57754,LEAD,SD,1950,3152,52295084,Lawrence
57756,MANDERSON,SD,258,494,4644719,Shannon
57760,NEWELL,SD,574,1048,12580637,Butte
57761,NEW UNDERWOOD,SD,521,957,14094300,Pennington
57764,OGLALA,SD,436,846,9429339,Shannon
57769,PIEDMONT,SD,1653,2978,63884020,Meade
57770,PINE RIDGE,SD,1650,3139,41093990,Shannon
57772,PORCUPINE,SD,471,867,11468540,Shannon
57783,SPEARFISH,SD,6992,11707,217562811,Lawrence
57785,STURGIS,SD,4521,7646,130167256,Meade
57790,WALL,SD,615,1059,15621141,Pennington
57793,WHITEWOOD,SD,876,1555,24350301,Lawrence
58005,ARGUSVILLE,ND,313,643,16442540,Cass
58012,CASSELTON,ND,1138,2157,47515161,Cass
58027,ENDERLIN,ND,656,1158,20030392,Ransom
58030,FAIRMOUNT,ND,360,638,10265670,Richland
58032,FORMAN,ND,327,577,9398828,Sargent
58040,GWINNER,ND,481,865,16431794,Sargent
58041,HANKINSON,ND,781,1367,21259065,Richland
58042,HARWOOD,ND,625,1237,32477395,Cass
58045,HILLSBORO,ND,1062,1883,35596055,Traill
58046,HOPE,ND,296,501,7735686,Steele
58047,HORACE,ND,1550,3100,99593378,Cass
58051,KINDRED,ND,660,1313,30190958,Cass
58052,LEONARD,ND,287,521,8773763,Cass
58053,LIDGERWOOD,ND,606,1049,13651134,Richland
58054,LISBON,ND,1550,2757,50592288,Ransom
58059,MAPLETON,ND,575,1078,22252932,Cass
58060,MILNOR,ND,591,1098,17278753,Sargent
58072,VALLEY CITY,ND,3805,6422,112461310,Barnes
58075,WAHPETON,ND,3909,6699,133050636,Richland
58077,WALCOTT,ND,362,685,14291418,Richland
58078,WEST FARGO,ND,12608,22386,566362369,Cass
58081,WYNDMERE,ND,423,764,12151569,Richland
58102,FARGO,ND,13812,21874,496197329,Cass
58103,FARGO,ND,23670,36270,805714575,Cass
58104,FARGO,ND,12906,22549,708573115,Cass
58106,FARGO,ND,580,816,19016262,Cass
58107,FARGO,ND,279,401,8551964,Cass
58201,GRAND FORKS,ND,17070,28120,672364615,Grand Forks
58203,GRAND FORKS,ND,7104,11071,207719028,Grand Forks
58204,GRAND FORKS AFB,ND,662,1605,25043055,Grand Forks
58207,GRAND FORKS,ND,273,285,4275788,Grand Forks
58208,GRAND FORKS,ND,363,525,11668623,Grand Forks
58218,BUXTON,ND,353,655,12184361,Traill
58220,CAVALIER,ND,1207,2081,38244641,Pembina
58225,DRAYTON,ND,596,1004,17920798,Pembina
58227,EDINBURG,ND,265,474,7101819,Walsh
58228,EMERADO,ND,466,781,13847748,Grand Forks
58230,FINLEY,ND,347,606,8806992,Steele
58237,GRAFTON,ND,2657,4532,74575194,Walsh
58240,HATTON,ND,578,1040,17357395,Traill
58243,HOOPLE,ND,293,506,8532607,Walsh
58249,LANGDON,ND,1375,2345,33090343,Cavalier
58251,LARIMORE,ND,977,1765,28807030,Grand Forks
58254,MCVILLE,ND,271,447,5976092,Nelson
58256,MANVEL,ND,436,786,15209605,Grand Forks
58257,MAYVILLE,ND,969,1638,27817964,Traill
58259,MICHIGAN,ND,251,417,5847010,Nelson
58261,MINTO,ND,548,955,16738063,Walsh
58265,NECHE,ND,260,456,7096946,Pembina
58267,NORTHWOOD,ND,719,1250,20182318,Grand Forks
58270,PARK RIVER,ND,961,1635,28321093,Walsh
58271,PEMBINA,ND,415,725,14996188,Pembina
58274,PORTLAND,ND,489,866,13476317,Traill
58275,REYNOLDS,ND,389,719,13576947,Grand Forks
58276,SAINT THOMAS,ND,282,477,7495301,Pembina
58278,THOMPSON,ND,943,1803,45200768,Grand Forks
58282,WALHALLA,ND,709,1224,17536927,Pembina
58301,DEVILS LAKE,ND,4773,8122,143487945,Ramsey
58316,BELCOURT,ND,2387,4500,62837706,Rolette
58318,BOTTINEAU,ND,1865,3196,52440825,Bottineau
58324,CANDO,ND,687,1196,16466459,Towner
58329,DUNSEITH,ND,1131,2052,26793421,Rolette
58335,FORT TOTTEN,ND,621,1152,11345772,Benson
58341,HARVEY,ND,1293,2255,32084661,Wells
58344,LAKOTA,ND,540,895,11292947,Nelson
58346,LEEDS,ND,334,579,8881811,Benson
58348,MADDOCK,ND,390,687,9164066,Benson
58356,NEW ROCKFORD,ND,821,1409,21064182,Eddy
58366,ROLETTE,ND,467,820,11211850,Rolette
58367,ROLLA,ND,903,1619,23760321,Rolette
58368,RUGBY,ND,1760,3060,43327533,Pierce
58369,SAINT JOHN,ND,373,653,9562655,Rolette
58370,SAINT MICHAEL,ND,425,783,8836510,Benson
58374,SHEYENNE,ND,255,440,5913698,Eddy
58384,WILLOW CITY,ND,291,511,6029758,Bottineau
58401,JAMESTOWN,ND,7835,13269,256093414,Stutsman
58402,JAMESTOWN,ND,463,706,14607507,Stutsman
58413,ASHLEY,ND,575,987,11640813,McIntosh
58421,CARRINGTON,ND,1428,2471,41835427,Foster
58425,COOPERSTOWN,ND,738,1256,17741901,Griggs
58433,EDGELEY,ND,551,957,13317429,LaMoure
58436,ELLENDALE,ND,835,1494,20187202,Dickey
58438,FESSENDEN,ND,371,614,7629968,Wells
58456,KULM,ND,280,471,5453871,LaMoure
58458,LAMOURE,ND,581,1039,16405027,LaMoure
58463,MCCLUSKY,ND,324,565,6714836,Sheridan
58467,MEDINA,ND,281,500,6157242,Stutsman
58474,OAKES,ND,1285,2257,36221612,Dickey
58482,STEELE,ND,471,834,11805631,Kidder
58495,WISHEK,ND,632,1118,14863054,McIntosh
58501,BISMARCK,ND,14112,22915,480954598,Burleigh
58502,BISMARCK,ND,782,1168,30522015,Burleigh
58503,BISMARCK,ND,11876,21583,583980465,Burleigh
58504,BISMARCK,ND,11564,19832,469621263,Burleigh
58521,BALDWIN,ND,297,558,11247734,Burleigh
58523,BEULAH,ND,1796,3203,74499986,Mercer
58529,CARSON,ND,293,521,4961760,Grant
58530,CENTER,ND,600,1058,19445218,Oliver
58533,ELGIN,ND,463,772,8081153,Grant
58535,FLASHER,ND,262,468,5813682,Morton
58538,FORT YATES,ND,871,1600,22148499,Sioux
58540,GARRISON,ND,1114,1943,29863622,McLean
58545,HAZEN,ND,1750,3178,72840362,Mercer
58552,LINTON,ND,849,1498,19946538,Emmons
58554,MANDAN,ND,11125,19270,415376136,Morton
58558,MENOKEN,ND,369,697,14020414,Burleigh
58561,NAPOLEON,ND,494,868,10693206,Logan
58563,NEW SALEM,ND,947,1722,25869272,Morton
58571,STANTON,ND,299,516,10729783,Mercer
58573,STRASBURG,ND,277,486,5403975,Emmons
58575,TURTLE LAKE,ND,455,779,12486984,McLean
58576,UNDERWOOD,ND,431,765,14000913,McLean
58577,WASHBURN,ND,863,1536,31109315,McLean
58579,WILTON,ND,581,1033,19129933,McLean
58601,DICKINSON,ND,9823,16638,352985513,Stark
58602,DICKINSON,ND,415,663,15083214,Stark
58621,BEACH,ND,673,1119,17569061,Golden Valley
58622,BELFIELD,ND,822,1382,25116675,Stark
58623,BOWMAN,ND,1198,2072,34933408,Bowman
58631,GLEN ULLIN,ND,553,956,14346824,Morton
58636,HALLIDAY,ND,275,499,6792662,Dunn
58638,HEBRON,ND,461,844,11962712,Morton
58639,HETTINGER,ND,974,1674,26849035,Adams
58640,KILLDEER,ND,658,1121,20560359,Dunn
58646,MOTT,ND,550,970,11084120,Hettinger
58647,NEW ENGLAND,ND,539,908,12568611,Hettinger
58652,RICHARDTON,ND,483,852,12789553,Stark
58653,SCRANTON,ND,293,510,6908657,Bowman
58655,SOUTH HEART,ND,257,466,9584134,Stark
58701,MINOT,ND,13669,22685,452735471,Ward
58702,MINOT,ND,782,1165,25346185,Ward
58703,MINOT,ND,9117,15365,316469689,Ward
58704,MINOT AFB,ND,1301,3198,49763965,Ward
58705,MINOT AFB,ND,672,788,12804680,Ward
58718,BERTHOLD,ND,469,882,15256003,Ward
58721,BOWBELLS,ND,281,472,7026361,Burke
58722,BURLINGTON,ND,726,1337,26633489,Ward
58730,CROSBY,ND,649,1095,15984845,Divide
58740,GLENBURN,ND,366,669,11812649,Renville
58741,GRANVILLE,ND,278,486,8108313,McHenry
58746,KENMARE,ND,850,1453,25120672,Ward
58759,MAX,ND,363,669,10120849,McLean
58761,MOHALL,ND,547,945,16026891,Renville
58763,NEW TOWN,ND,1522,2581,42843090,Mountrail
58770,PARSHALL,ND,564,955,15789140,Mountrail
58773,POWERS LAKE,ND,348,608,10466532,Burke
58781,SAWYER,ND,326,602,10559982,Ward
58784,STANLEY,ND,885,1543,30466518,Mountrail
58785,SURREY,ND,542,986,20047486,Ward
58788,TOWNER,ND,561,954,13336183,McHenry
58790,VELVA,ND,792,1386,24153695,McHenry
58793,WESTHOPE,ND,325,572,9802149,Bottineau
58801,WILLISTON,ND,8005,13634,348749781,Williams
58802,WILLISTON,ND,891,1458,46149821,Williams
58849,RAY,ND,424,725,14091203,Williams
58852,TIOGA,ND,826,1433,32537303,Williams
58854,WATFORD CITY,ND,1326,2375,53195948,McKenzie
59001,ABSAROKEE,MT,763,1377,26678236,Stillwater
59003,ASHLAND,MT,453,861,12707105,Rosebud
59006,BALLANTINE,MT,394,723,10737240,Yellowstone
59011,BIG TIMBER,MT,1540,2695,40805157,Sweet Grass
59014,BRIDGER,MT,668,1195,17374282,Carbon
59015,BROADVIEW,MT,278,462,5399019,Yellowstone
59016,BUSBY,MT,271,519,6754987,Big Horn
59018,CLYDE PARK,MT,296,524,7916287,Park
59019,COLUMBUS,MT,1882,3449,73247176,Stillwater
59022,CROW AGENCY,MT,1042,2070,25914004,Big Horn
59027,EMIGRANT,MT,472,769,10627945,Park
59029,FROMBERG,MT,334,585,10037601,Carbon
59030,GARDINER,MT,731,1136,22063334,Park
59034,HARDIN,MT,1976,3466,54874591,Big Horn
59036,HARLOWTON,MT,806,1279,14437861,Wheatland
59037,HUNTLEY,MT,811,1477,29895653,Yellowstone
59038,HYSHAM,MT,306,544,7853090,Treasure
59041,JOLIET,MT,893,1638,29574925,Carbon
59043,LAME DEER,MT,979,1908,24399795,Rosebud
59044,LAUREL,MT,5206,9257,181673759,Yellowstone
59047,LIVINGSTON,MT,5894,9854,168913212,Park
59050,LODGE GRASS,MT,707,1373,16287897,Big Horn
59057,MOLT,MT,317,588,12654935,Yellowstone
59063,PARK CITY,MT,882,1650,33177747,Stillwater
59066,PRYOR,MT,326,609,6337588,Big Horn
59068,RED LODGE,MT,1867,3039,52866591,Carbon
59069,REED POINT,MT,255,467,6365619,Stillwater
59070,ROBERTS,MT,481,863,14303335,Carbon
59072,ROUNDUP,MT,1755,3141,47269144,Musselshell
59074,RYEGATE,MT,275,445,4008690,Golden Valley
59079,SHEPHERD,MT,1497,2772,56941343,Yellowstone
59086,WILSALL,MT,360,630,7513380,Park
59088,WORDEN,MT,568,1048,19995736,Yellowstone
59101,BILLINGS,MT,17887,28978,530620665,Yellowstone
59102,BILLINGS,MT,23753,38624,781417078,Yellowstone
59103,BILLINGS,MT,642,960,20346642,Yellowstone
59104,BILLINGS,MT,562,872,19440224,Yellowstone
59105,BILLINGS,MT,13886,24609,533652108,Yellowstone
59106,BILLINGS,MT,5614,10738,365260374,Yellowstone
59107,BILLINGS,MT,384,581,11825344,Yellowstone
59108,BILLINGS,MT,480,753,17828890,Yellowstone
59201,WOLF POINT,MT,2007,3609,47088494,McCone
59215,CIRCLE,MT,523,945,11964419,McCone
59218,CULBERTSON,MT,498,882,16804226,Roosevelt
59221,FAIRVIEW,MT,775,1372,23258969,Richland
59230,GLASGOW,MT,2317,3923,63306201,Valley
59248,NASHUA,MT,342,589,7945087,Valley
59254,PLENTYWOOD,MT,1108,1830,27603811,Sheridan
59255,POPLAR,MT,1250,2328,28339139,Richland
59262,SAVAGE,MT,286,521,8581723,Richland
59263,SCOBEY,MT,696,1189,16533604,Daniels
59270,SIDNEY,MT,3796,6477,142531619,Richland
59301,MILES CITY,MT,5387,9163,156391440,Custer
59313,BAKER,MT,1260,2241,46314601,Fallon
59317,BROADUS,MT,533,964,12219281,Powder River
59323,COLSTRIP,MT,1082,2035,58024076,Rosebud
59324,EKALAKA,MT,358,635,7033035,Carter
59327,FORSYTH,MT,1341,2368,41123551,Rosebud
59330,GLENDIVE,MT,3868,6781,129041966,Dawson
59337,JORDAN,MT,383,657,6468974,Garfield
59349,TERRY,MT,433,752,9759840,Prairie
59353,WIBAUX,MT,444,784,12090730,Wibaux
59401,GREAT FALLS,MT,6378,10188,160868762,Cascade
59403,GREAT FALLS,MT,838,1293,25636066,Cascade
59404,GREAT FALLS,MT,12387,22082,431924003,Cascade
59405,GREAT FALLS,MT,14679,24840,402278214,Cascade
59406,GREAT FALLS,MT,378,582,10938127,Cascade
59410,AUGUSTA,MT,344,575,6236737,Lewis and Clark
59412,BELT,MT,827,1409,19236334,Cascade
59414,BLACK EAGLE,MT,604,961,14191035,Cascade
59417,BROWNING,MT,2690,5105,60692440,Glacier
59421,CASCADE,MT,890,1573,23207851,Cascade
59422,CHOTEAU,MT,1398,2321,26123662,Teton
59425,CONRAD,MT,1787,3038,41082686,Pondera
59427,CUT BANK,MT,2366,3875,55885224,Glacier
59433,DUTTON,MT,302,522,7419720,Teton
59436,FAIRFIELD,MT,861,1586,21887177,Teton
59442,FORT BENTON,MT,960,1618,21092484,Chouteau
59443,FORT SHAW,MT,305,545,8399557,Cascade
59448,HEART BUTTE,MT,253,495,4440886,Pondera
59457,LEWISTOWN,MT,4581,7742,111755550,Fergus
59468,POWER,MT,277,500,7159255,Teton
59472,SAND COULEE,MT,405,659,9982275,Cascade
59474,SHELBY,MT,1539,2630,46341614,Toole
59479,STANFORD,MT,420,709,7116852,Judith Basin
59482,SUNBURST,MT,342,587,9078098,Toole
59483,SUN RIVER,MT,332,550,6429565,Cascade
59485,ULM,MT,458,797,12612820,Cascade
59486,VALIER,MT,719,1144,12101327,Pondera
59487,VAUGHN,MT,535,974,15168706,Cascade
59501,HAVRE,MT,6240,10582,186608098,Hill
59520,BIG SANDY,MT,511,897,10279845,Chouteau
59521,BOX ELDER,MT,976,1946,25240831,Hill
59522,CHESTER,MT,754,1222,12510843,Liberty
59523,CHINOOK,MT,1073,1854,24884739,Blaine
59526,HARLEM,MT,1014,1851,22837903,Blaine
59527,HAYS,MT,363,719,7168276,Blaine
59538,MALTA,MT,1446,2525,34241760,Phillips
59601,HELENA,MT,13945,22488,456633159,Lewis and Clark
59602,HELENA,MT,10316,18953,388741704,Lewis and Clark
59604,HELENA,MT,1379,2245,46824306,Lewis and Clark
59624,HELENA,MT,589,904,21033062,Lewis and Clark
59632,BOULDER,MT,870,1466,25770631,Jefferson
59634,CLANCY,MT,2242,4267,109677964,Jefferson
59635,EAST HELENA,MT,3637,6442,124044753,Lewis and Clark
59638,JEFFERSON CITY,MT,283,511,9636353,Jefferson
59639,LINCOLN,MT,605,1032,11643686,Lewis and Clark
59644,TOWNSEND,MT,1810,3219,50607642,Broadwater
59645,WHITE SULPHUR SPRINGS,MT,680,1205,14517614,Meagher
59648,WOLF CREEK,MT,364,559,5114924,Lewis and Clark
59701,BUTTE,MT,14894,24796,465673098,Silver Bow
59702,BUTTE,MT,502,801,15629924,Silver Bow
59711,ANACONDA,MT,4228,7043,114402454,Deer Lodge
59714,BELGRADE,MT,8419,15060,298711201,Gallatin
59715,BOZEMAN,MT,14279,22298,484244764,Gallatin
59716,BIG SKY,MT,1344,1907,46128329,Gallatin
59718,BOZEMAN,MT,12387,20160,429945718,Gallatin
59719,BOZEMAN,MT,554,885,17399666,Gallatin
59722,DEER LODGE,MT,2154,3647,54100860,Powell
59725,DILLON,MT,3610,6199,93346410,Beaverhead
59729,ENNIS,MT,1145,1943,29453325,Madison
59730,GALLATIN GATEWAY,MT,831,1407,26371628,Gallatin
59741,MANHATTAN,MT,2075,3783,63687709,Gallatin
59749,SHERIDAN,MT,785,1347,17737533,Madison
59752,THREE FORKS,MT,1649,2945,49760573,Gallatin
59754,TWIN BRIDGES,MT,452,797,10956689,Madison
59758,WEST YELLOWSTONE,MT,1058,1671,26985875,Gallatin
59759,WHITEHALL,MT,1663,2980,44656883,Jefferson
59771,BOZEMAN,MT,922,1363,30598408,Gallatin
59772,BOZEMAN,MT,466,692,13105642,Gallatin
59801,MISSOULA,MT,13773,20255,343996248,Missoula
59802,MISSOULA,MT,8632,13113,238028388,Missoula
59803,MISSOULA,MT,7567,13346,298329342,Missoula
59804,MISSOULA,MT,3565,6052,123091263,Missoula
59806,MISSOULA,MT,1424,2170,40276365,Missoula
59807,MISSOULA,MT,788,1113,22772059,Missoula
59808,MISSOULA,MT,8469,14352,309927475,Missoula
59820,ALBERTON,MT,575,1016,16001569,Mineral
59821,ARLEE,MT,971,1727,26287310,Lake
59823,BONNER,MT,751,1342,23227912,Missoula
59824,CHARLO,MT,634,1199,15135549,Lake
59825,CLINTON,MT,1016,1818,30985403,Missoula
59826,CONDON,MT,269,467,4486319,Missoula
59828,CORVALLIS,MT,2508,4610,64924432,Ravalli
59829,DARBY,MT,1130,1938,24292384,Ravalli
59832,DRUMMOND,MT,356,649,8457668,Granite
59833,FLORENCE,MT,2455,4657,88854117,Ravalli
59834,FRENCHTOWN,MT,1181,2185,42466702,Missoula
59840,HAMILTON,MT,6322,10754,149383814,Ravalli
59841,PINESDALE,MT,269,489,4103410,Ravalli
59845,HOT SPRINGS,MT,447,748,7849713,Flathead
59846,HUSON,MT,636,1173,23564341,Missoula
59847,LOLO,MT,2671,4885,94841293,Missoula
59851,MILLTOWN,MT,263,430,6746757,Missoula
59853,NOXON,MT,345,599,6417528,Sanders
59855,PABLO,MT,596,1075,12586416,Lake
59858,PHILIPSBURG,MT,696,1141,17861361,Granite
59859,PLAINS,MT,1409,2530,30992715,Sanders
59860,POLSON,MT,4645,8213,114700087,Lake
59864,RONAN,MT,2581,4641,62286954,Lake
59865,SAINT IGNATIUS,MT,1271,2321,29946515,Lake
59866,SAINT REGIS,MT,417,717,9053091,Mineral
59868,SEELEY LAKE,MT,1000,1732,21663660,Missoula
59870,STEVENSVILLE,MT,4385,7895,121520056,Ravalli
59872,SUPERIOR,MT,1042,1813,24537791,Mineral
59873,THOMPSON FALLS,MT,1424,2560,31875250,Sanders
59874,TROUT CREEK,MT,662,1178,11638827,Sanders
59875,VICTOR,MT,1663,2927,38412853,Ravalli
59901,KALISPELL,MT,20777,36386,620018752,Flathead
59903,KALISPELL,MT,1615,2584,41881339,Flathead
59904,KALISPELL,MT,1490,2527,45572433,Flathead
59911,BIGFORK,MT,3770,6546,93872021,Flathead
59912,COLUMBIA FALLS,MT,6282,11120,183947490,Flathead
59913,CORAM,MT,297,507,7324725,Flathead
59917,EUREKA,MT,1895,3387,43474699,Lincoln
59918,FORTINE,MT,271,464,5278917,Lincoln
59919,HUNGRY HORSE,MT,418,704,8343404,Flathead
59920,KILA,MT,692,1260,20452039,Flathead
59922,LAKESIDE,MT,1103,1970,26093032,Flathead
59923,LIBBY,MT,4254,7500,106863812,Lincoln
59925,MARION,MT,544,989,13801563,Flathead
59930,REXFORD,MT,294,533,4300907,Lincoln
59932,SOMERS,MT,698,1231,17600980,Flathead
59935,TROY,MT,1475,2615,32636522,Lincoln
59937,WHITEFISH,MT,6560,10876,207581519,Flathead
60002,ANTIOCH,IL,11753,21271,587737240,Lake
60004,ARLINGTON HEIGHTS,IL,26586,46798,1560430403,Cook
60005,ARLINGTON HEIGHTS,IL,15155,25773,797251202,Cook
60007,ELK GROVE VILLAGE,IL,18554,31802,876217782,Cook
60008,ROLLING MEADOWS,IL,11631,20385,511564551,Cook
60012,CRYSTAL LAKE,IL,5307,10180,400322638,McHenry
60013,CARY,IL,12825,24334,800085899,McHenry
60014,CRYSTAL LAKE,IL,23503,43312,1243152887,McHenry
60015,DEERFIELD,IL,13796,25383,1289448440,Lake
60016,DES PLAINES,IL,30635,51984,1159724051,Cook
60018,DES PLAINES,IL,14334,25293,503483029,Cook
60020,FOX LAKE,IL,4954,8024,202588695,Lake
60021,FOX RIVER GROVE,IL,2858,5162,161942608,McHenry
60022,GLENCOE,IL,4281,7975,780571641,Cook
60025,GLENVIEW,IL,20192,36182,1384830990,Cook
60026,GLENVIEW,IL,6187,11243,554862658,Cook
60029,GOLF,IL,288,533,24816195,Cook
60030,GRAYSLAKE,IL,17662,32359,1033036933,Lake
60031,GURNEE,IL,18598,34042,1168779296,Lake
60033,HARVARD,IL,6498,11934,219079842,McHenry
60034,HEBRON,IL,1009,1805,33092706,McHenry
60035,HIGHLAND PARK,IL,15636,28252,1449265508,Lake
60039,CRYSTAL LAKE,IL,310,499,11289586,Mchenry
60040,HIGHWOOD,IL,2316,4259,87919042,Lake
60041,INGLESIDE,IL,4793,8326,199579091,Lake
60042,ISLAND LAKE,IL,4229,7500,196089463,McHenry
60043,KENILWORTH,IL,1285,2371,287126507,Cook
60044,LAKE BLUFF,IL,5027,8879,462640895,Lake
60045,LAKE FOREST,IL,10692,19270,1872290119,Lake
60046,LAKE VILLA,IL,16281,30696,991164993,Lake
60047,LAKE ZURICH,IL,20189,38856,1903409595,Lake
60048,LIBERTYVILLE,IL,14642,27042,1401537707,Lake
60050,MCHENRY,IL,16310,29103,723817090,McHenry
60051,MCHENRY,IL,11879,21238,560066437,McHenry
60053,MORTON GROVE,IL,12028,21139,528326060,Cook
60056,MOUNT PROSPECT,IL,27820,49568,1245776208,Cook
60060,MUNDELEIN,IL,18043,33334,960009057,Lake
60061,VERNON HILLS,IL,12726,23581,880937880,Lake
60062,NORTHBROOK,IL,21099,37511,1725218725,Cook
60064,NORTH CHICAGO,IL,6309,11143,151190022,Lake
60067,PALATINE,IL,20692,36033,1416320879,Cook
60068,PARK RIDGE,IL,19295,34071,1223808284,Cook
60069,LINCOLNSHIRE,IL,4251,7647,352866799,Lake
60070,PROSPECT HEIGHTS,IL,7883,13923,336302462,Cook
60071,RICHMOND,IL,1961,3275,82900703,McHenry
60072,RINGWOOD,IL,481,890,25246976,McHenry
60073,ROUND LAKE,IL,25456,48769,1101138102,Lake
60074,PALATINE,IL,18681,33175,815369950,Cook
60076,SKOKIE,IL,16726,29619,714881611,Cook
60077,SKOKIE,IL,13023,22093,481658989,Cook
60078,PALATINE,IL,279,457,8802908,Cook
60079,WAUKEGAN,IL,569,931,14368629,Lake
60081,SPRING GROVE,IL,4684,8813,262385519,McHenry
60083,WADSWORTH,IL,4506,8248,305283868,Lake
60084,WAUCONDA,IL,8042,14627,411713860,Lake
60085,WAUKEGAN,IL,28366,52409,826505273,Lake
60087,WAUKEGAN,IL,12601,22691,441865719,Lake
60088,GREAT LAKES,IL,1821,3378,54910302,Lake
60089,BUFFALO GROVE,IL,21901,39466,1356499180,Lake
60090,WHEELING,IL,18847,32722,755842113,Cook
60091,WILMETTE,IL,13476,25015,1647359920,Cook
60093,WINNETKA,IL,10053,18384,1762949665,Cook
60096,WINTHROP HARBOR,IL,3581,6345,159026559,Lake
60097,WONDER LAKE,IL,5381,9614,222257625,McHenry
60098,WOODSTOCK,IL,15498,27641,702961237,McHenry
60099,ZION,IL,13723,24758,481870634,Lake
60101,ADDISON,IL,18039,32865,677135307,DuPage
60102,ALGONQUIN,IL,15224,28783,931790471,McHenry
60103,BARTLETT,IL,20134,37918,1252379138,DuPage
60104,BELLWOOD,IL,9492,16230,296193607,Cook
60106,BENSENVILLE,IL,9592,17227,339835417,DuPage
60107,STREAMWOOD,IL,19087,34922,874513946,Cook
60108,BLOOMINGDALE,IL,11725,19903,603291761,DuPage
60109,BURLINGTON,IL,336,596,16526703,Kane
60110,CARPENTERSVILLE,IL,16349,31502,642484986,Kane
60112,CORTLAND,IL,1978,3717,84488464,DeKalb
60113,CRESTON,IL,266,467,9173721,Ogle
60115,DEKALB,IL,16612,27301,557264554,DeKalb
60118,DUNDEE,IL,8129,14431,462291903,Kane
60119,ELBURN,IL,4704,8977,304320401,Kane
60120,ELGIN,IL,22652,41967,821266361,Kane
60121,ELGIN,IL,664,1179,19979832,Kane
60123,ELGIN,IL,22519,40006,847275867,Kane
60124,ELGIN,IL,8405,15745,520510973,Kane
60126,ELMHURST,IL,21946,39643,1513220400,DuPage
60130,FOREST PARK,IL,7898,11777,327053865,Cook
60131,FRANKLIN PARK,IL,8899,15611,286333907,Cook
60133,HANOVER PARK,IL,17156,32187,651731494,Cook
60134,GENEVA,IL,13449,25644,1003413642,Kane
60135,GENOA,IL,3302,6190,137960948,DeKalb
60136,GILBERTS,IL,2924,5839,196671249,Kane
60137,GLEN ELLYN,IL,18624,33884,1424109658,DuPage
60139,GLENDALE HEIGHTS,IL,16008,28618,612985761,DuPage
60140,HAMPSHIRE,IL,6524,12187,347514220,Kane
60142,HUNTLEY,IL,12591,23242,550531503,McHenry
60143,ITASCA,IL,5390,9452,295627744,DuPage
60145,KINGSTON,IL,1274,2371,55022672,DeKalb
60146,KIRKLAND,IL,1321,2405,50500296,DeKalb
60148,LOMBARD,IL,26742,45476,1261569710,DuPage
60150,MALTA,IL,831,1538,30374030,DeKalb
60151,MAPLE PARK,IL,2035,3648,89298820,Kane
60152,MARENGO,IL,6135,11146,263234859,McHenry
60153,MAYWOOD,IL,10849,18716,289186458,Cook
60154,WESTCHESTER,IL,8905,15100,385973046,Cook
60155,BROADVIEW,IL,4209,6869,136858441,Cook
60156,LAKE IN THE HILLS,IL,12839,24751,738422501,McHenry
60157,MEDINAH,IL,1316,2370,75040101,DuPage
60159,SCHAUMBURG,IL,308,386,15299782,Cook
60160,MELROSE PARK,IL,10088,18523,296335278,Cook
60162,HILLSIDE,IL,4037,6793,140262800,Cook
60163,BERKELEY,IL,2597,4474,93701924,Cook
60164,MELROSE PARK,IL,10281,18328,324147831,Cook
60165,STONE PARK,IL,1760,3480,49838989,Cook
60169,HOFFMAN ESTATES,IL,15505,27194,658665469,Cook
60171,RIVER GROVE,IL,5290,8701,151827426,Cook
60172,ROSELLE,IL,12831,22378,643440914,DuPage
60173,SCHAUMBURG,IL,6745,10992,395564363,Cook
60174,SAINT CHARLES,IL,16085,28079,950407448,Kane
60175,SAINT CHARLES,IL,11214,21951,1014893512,Kane
60176,SCHILLER PARK,IL,5937,10063,163274472,Cook
60177,SOUTH ELGIN,IL,10080,19124,578578352,Kane
60178,SYCAMORE,IL,10682,18735,473128602,DeKalb
60180,UNION,IL,803,1465,36152055,McHenry
60181,VILLA PARK,IL,14774,25438,616200847,DuPage
60184,WAYNE,IL,1242,2281,129227594,DuPage
60185,WEST CHICAGO,IL,15511,29774,708219715,DuPage
60187,WHEATON,IL,19087,33167,1179877339,DuPage
60188,CAROL STREAM,IL,21298,38160,1022318193,DuPage
60189,WHEATON,IL,9684,17898,757738901,DuPage
60190,WINFIELD,IL,5572,10080,356751182,DuPage
60191,WOOD DALE,IL,7487,12973,294594830,DuPage
60192,HOFFMAN ESTATES,IL,7313,13962,508712031,Cook
60193,SCHAUMBURG,IL,20772,35424,1003761286,Cook
60194,SCHAUMBURG,IL,10902,18724,497043201,Cook
60195,SCHAUMBURG,IL,3296,5549,166270635,Cook
60201,EVANSTON,IL,17517,28744,1250729546,Cook
60202,EVANSTON,IL,15769,25691,859140406,Cook
60203,EVANSTON,IL,2147,3859,145700936,Cook
60204,EVANSTON,IL,473,657,15831876,Cook
60301,OAK PARK,IL,1229,1719,66717256,Cook
60302,OAK PARK,IL,16180,27186,1137923677,Cook
60303,OAK PARK,IL,355,530,11800912,Cook
60304,OAK PARK,IL,8276,14806,495234119,Cook
60305,RIVER FOREST,IL,5571,9672,528693145,Cook
60401,BEECHER,IL,3885,6792,159490735,Will
60402,BERWYN,IL,27944,49199,920747662,Cook
